"sourceid","userid","time","event_name","event_class","device","target","src_tok","src_tok_id","x","y","key","keytype","button","src_len","time_norm","ui_id"
"0","19","0","start","start","","","","","","","","","","23","0.0","2"
"0","19","120","mouseenter","mouse","mouse","token","and","15","378","248","","mouse","1","23","0.000982085130413","2"
"0","19","1434","mouseover","mouse","mouse","source_textbox","","","376","270","","mouse","1","23","0.0117359173084","2"
"0","19","1487","mouseover","mouse","mouse","target_textbox","","","373","375","","mouse","1","23","0.0121696715744","2"
"0","19","14494","mouseover","mouse","mouse","centercol","","","437","356","","mouse","1","23","0.118619515668","2"
"0","19","14956","mouseover","mouse","mouse","","","","464","359","","mouse","1","23","0.12240054342","2"
"0","19","14979","mouseover","mouse","mouse","target_textbox","","","462","360","","mouse","1","23","0.122588776404","2"
"0","19","16058","mousedown","mouse","mouse","target_textbox","","","456","375","","mouse","1","23","0.131419358535","2"
"0","19","16160","click","mouse","mouse","target_textbox","","","456","375","","mouse","1","23","0.132254130896","2"
"0","19","16346","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.133776362848","2"
"0","19","16349","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.133800914976","2"
"0","19","16473","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.134815736277","2"
"0","19","16591","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.135781453322","2"
"0","19","16706","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.136722618239","2"
"0","19","16710","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.13675535441","2"
"0","19","17170","keypress","keyboard","keyboard","target_textbox","","","","","numpad 4","control","","23","0.140520014077","2"
"0","19","17263","keypress","keyboard","keyboard","target_textbox","","","","","numpad 5","control","","23","0.141281130053","2"
"0","19","17401","keypress","keyboard","keyboard","target_textbox","","","","","F4","control","","23","0.142410527953","2"
"0","19","17501","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.143228932228","2"
"0","19","19008","mousedown","mouse","mouse","target_textbox","","","585","373","","mouse","1","23","0.155562284657","2"
"0","19","19107","mouseup","mouse","mouse","target_textbox","","","585","373","","mouse","1","23","0.15637250489","2"
"0","19","19110","click","mouse","mouse","target_textbox","","","585","373","","mouse","1","23","0.156397057018","2"
"0","19","19180","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.156969940011","2"
"0","19","19342","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.158295754937","2"
"0","19","19449","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.159171447512","2"
"0","19","19537","keypress","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.159891643274","2"
