"sourceid","userid","time","event_name","event_class","device","target","src_tok","src_tok_id","x","y","key","keytype","button","src_len","time_norm","ui_id"
"0","69","0","start","start","","","","","","","","","","23","0.0","1"
"0","69","946","mouseenter","mouse","mouse","token","members","18","617","255","","","","23","0.00896588981244","1"
"0","69","978","mouseover","mouse","mouse","source_textbox","","","604","273","","","","23","0.00926917572575","1"
"0","69","3209","mouseout","mouse","mouse","source_textbox","","","502","351","","","","23","0.0304138904948","1"
"0","69","3211","mouseover","mouse","mouse","centercol","","","502","351","","","","23","0.0304328458644","1"
"0","69","3244","mouseover","mouse","mouse","target_textbox","","","489","369","","","","23","0.0307456094625","1"
"0","69","5172","mouseover","mouse","mouse","centercol","","","459","349","","","","23","0.0490185857399","1"
"0","69","5189","mouseover","mouse","mouse","source_textbox","","","425","299","","","","23","0.0491797063813","1"
"0","69","5222","mouseover","mouse","mouse","leftcol","","","340","125","","","","23","0.0494924699794","1"
"0","69","5239","mouseover","mouse","mouse","header","","","287","21","","","","23","0.0496535906209","1"
"0","69","5265","mouseleave","mouse","mouse","header","","","250","-50","","","","23","0.0499000104255","1"
"0","69","6724","keydown","keyboard","keyboard","target_textbox","","","","","left window","control","","23","0.0637279525358","1"
"0","69","9332","focusout","focus","","target_textbox","","","","","","","","23","0.0884457544711","1"
"0","69","18653","focusin","focus","","target_textbox","","","","","","","","23","0.176787254409","1"
"0","69","18731","mouseenter","mouse","mouse","target_textbox","","","629","414","","","","23","0.177526513823","1"
"0","69","19131","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.18131758774","1"
"0","69","19356","keypress","keyboard","keyboard","target_textbox","","","","","A","input","","23","0.183450066818","1"
"0","69","19484","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.184663210471","1"
"0","69","19744","keypress","keyboard","keyboard","target_textbox","","","","","F1","control","","23","0.187127408517","1"
"0","69","19860","keypress","keyboard","keyboard","target_textbox","","","","","numpad 1","control","","23","0.188226819952","1"
"0","69","20132","keypress","keyboard","keyboard","target_textbox","","","","","F3","control","","23","0.190804750216","1"
