is_machine	date	ui_id	is_valid	src_len	tgt_len
f	2012-06-28 11:34:34.522768-07	1	t	23	27
f	2012-06-28 11:36:36.440129-07	1	t	35	34
f	2012-06-28 11:38:16.683906-07	1	t	25	27
f	2012-06-28 11:40:42.418396-07	1	t	18	17
f	2012-06-28 11:42:05.461887-07	1	t	21	19
f	2012-06-28 11:44:17.734451-07	1	t	22	25
f	2012-06-28 11:12:04.340936-07	1	t	25	30
f	2012-06-28 11:15:52.796118-07	1	t	26	34
f	2012-06-28 11:17:57.969906-07	1	t	18	28
f	2012-06-28 11:21:33.808695-07	1	t	14	20
f	2012-06-28 11:25:16.668946-07	1	t	16	22
f	2012-06-28 11:27:32.464919-07	1	t	23	28
f	2012-06-28 11:31:37.872782-07	1	t	23	34
f	2012-06-28 11:32:37.697841-07	1	t	20	20
f	2012-06-28 10:57:23.71324-07	2	t	41	43
f	2012-06-28 10:58:25.146641-07	2	t	19	23
f	2012-06-28 11:00:51.327172-07	2	t	23	22
f	2012-06-28 11:04:34.659131-07	2	t	43	45
f	2012-06-28 11:05:55.724771-07	2	t	28	31
f	2012-06-28 10:39:55.598266-07	2	t	27	31
f	2012-06-28 10:40:54.497687-07	2	t	12	10
f	2012-06-28 10:42:13.496505-07	2	t	24	26
f	2012-06-28 10:42:36.255155-07	2	t	14	17
f	2012-06-28 10:43:23.076259-07	2	t	14	16
f	2012-06-28 10:47:19.881167-07	2	t	23	30
f	2012-06-28 10:49:33.638259-07	2	t	14	19
f	2012-06-28 10:52:19.260031-07	2	t	15	21
