"time","prev_time","pause_mean","pause_cnt","pause_cnt1s","pause_ratio","pause_ratio1s","event_cnt","event_keyboard_cnt","event_mouse_cnt","event_focus_cnt","event_browser_cnt","src_id","ui_id","tgt_len","user_id","edit_distance","rank"
"165938","168893","3578.69767442","43","20","0.927358410973","0.835305957647","154","82","67","5","0","18","2","29","62","7","4"
"329676","165938","2487.14285714","112","41","0.84495080018","0.730650699475","479","352","114","13","0","19","2","31","62","25","7"
"42330","329676","1314.2173913","23","7","0.714079848807","0.48648712497","121","90","30","1","0","20","2","10","62","6","3"
"100271","42330","1674.9787234","47","20","0.785112345544","0.630421557579","194","157","36","1","0","21","2","25","62","17","1"
"207940","100271","3976.14583333","48","27","0.917836876022","0.852967202078","212","91","112","9","0","22","2","14","62","6","15"
"72005","207940","2589.54166667","24","15","0.863120616624","0.798902853968","85","62","22","1","0","23","2","16","62","7","10"
"228885","72005","2490.60759494","79","27","0.859636935579","0.739594119318","297","244","50","3","0","24","2","31","62","18","12"
"64042","228885","1560.26470588","34","20","0.828347022267","0.707207769901","104","77","26","1","0","25","2","19","62","11","9"
"71233","64042","1699.75675676","37","20","0.882891356534","0.744346019401","110","48","61","1","0","26","2","16","62","9","1"
"115448","1","1506.6779661","59","19","0.769991684568","0.578121751784","220","177","39","4","0","0","1","27","64","5","11"
"120551","115448","1126.68055556","72","19","0.672918515815","0.437325281416","332","248","78","6","0","1","1","34","64","20","7"
"99032","120551","1438.44897959","49","16","0.711729541966","0.522386703288","220","195","24","1","0","2","1","27","64","12","6"
"144508","99032","1594.42465753","73","29","0.805443297257","0.65054529853","261","186","69","6","0","3","1","17","64","8","6"
"81798","144508","1186.01960784","51","15","0.739467957652","0.538375021394","183","151","28","4","0","4","1","19","64","9","3"
"128664","81798","1814.22807018","57","22","0.803729092831","0.657697568862","211","173","34","4","0","5","1","25","64","9","14"
"273519","128664","1784.54761905","126","48","0.822074517675","0.664948321689","498","335","153","10","0","6","1","30","64","26","11"
"227082","273519","2335.46987952","83","33","0.853629966268","0.734765415136","320","229","81","10","0","7","1","34","64","19","6"
"123887","227082","1424.28787879","66","19","0.758780178711","0.556482923955","248","210","37","1","0","8","1","28","64","16","9"
"214237","123887","1954.54444444","90","39","0.821095329005","0.688391827742","355","250","97","8","0","9","1","20","64","10","7"
"221174","214237","1656.15454545","110","43","0.823681807084","0.655402533752","456","247","196","13","0","10","1","22","64","9","13"
"133145","221174","1143.42352941","85","26","0.729963573548","0.491704532652","341","242","96","3","0","11","1","28","64","14","7"
"243761","133145","1674.69026549","113","41","0.7763341962","0.624800521823","537","344","180","13","0","12","1","34","64","19","8"
"58664","243761","987.428571429","42","11","0.706941224601","0.434695895268","138","124","13","1","0","13","1","20","64","5","1"
"302962","58664","3196.15730337","89","42","0.938923033252","0.850159425935","375","85","271","16","3","14","2","43","64","11","9"
"60292","302962","1539.40625","32","12","0.81704040337","0.624096065813","127","60","63","4","0","15","2","23","64","5","6"
"144826","60292","1747.796875","64","20","0.772368221176","0.607266651016","308","197","106","5","0","16","2","22","64","12","10"
"221872","144826","2479.0625","80","36","0.893871241076","0.769083074926","237","148","80","4","5","17","2","45","64","17","7"
"79921","221872","1903.13513514","37","16","0.881070056681","0.737578358629","109","54","51","4","0","18","2","31","64","7","4"
"199232","79921","1934.03191489","94","43","0.912498996145","0.769439648249","273","81","183","9","0","19","2","31","64","19","6"
"57792","199232","1523.875","32","15","0.843784606866","0.691029900332","113","48","64","1","0","20","2","10","64","8","7"
"77934","57792","2437.53571429","28","13","0.875753842995","0.767226114404","108","61","44","3","0","21","2","26","64","4","1"
"21663","77934","1228.0","14","6","0.793611226515","0.576097493422","76","5","70","1","0","22","2","17","64","2","5"
"45821","21663","1915.33333333","21","11","0.877807119007","0.753497304729","67","22","44","1","0","23","2","16","64","2","1"
"235464","45821","2224.40659341","91","38","0.859668569293","0.737140284714","330","209","116","5","0","24","2","30","64","14","5"
"132513","235464","2388.65957447","47","18","0.847214990227","0.741640442824","195","123","66","6","0","25","2","19","64","12","8"
"164332","132513","1807.01315789","76","21","0.835704549327","0.656877540589","270","202","64","4","0","26","2","21","64","8","4"
"104653","1","1645.86956522","46","10","0.723438410748","0.54408378164","214","201","12","1","0","0","1","28","65","15","11"
"174059","104653","1623.53658537","82","28","0.764855594942","0.597464078272","339","271","65","3","0","1","1","33","65","24","12"
"126039","174059","1149.5","80","16","0.729615436492","0.478232927903","296","255","38","3","0","2","1","32","65","21","4"
"162622","126039","1576.93589744","78","22","0.756361377919","0.582067616928","397","287","103","7","0","3","1","19","65","12","12"
"119111","162622","1947.64","50","18","0.817573523856","0.671785141591","222","133","82","7","0","4","1","17","65","16","8"
"121201","119111","1685.12962963","54","18","0.750794135362","0.600448841181","260","196","59","5","0","5","1","24","65","13","15"
"453287","121201","1676.76126126","222","67","0.821203784799","0.642321531392","906","558","327","21","0","6","1","36","65","26","9"
"370323","453287","2933.83783784","111","43","0.879383673172","0.777048684527","505","330","166","9","0","7","1","33","65","22","5"
"179456","370323","1763.30864198","81","23","0.795894258203","0.623233550285","379","223","145","11","0","8","1","29","65","17","3"
"241411","179456","1908.33333333","105","35","0.830016030753","0.68789326087","455","287","159","9","0","9","1","19","65","12","9"
"209398","241411","1716.81443299","97","32","0.795284577694","0.62149113172","536","252","264","20","0","10","1","27","65","12","3"
"325082","209398","1981.35820896","134","50","0.816723165232","0.677819750094","641","366","262","13","0","11","1","31","65","24","10"
"379715","325082","1954.72049689","161","48","0.828805814887","0.674893011864","815","458","334","23","0","12","1","33","65","16","4"
"120467","379715","1497.84848485","66","14","0.820623075199","0.584682942217","227","160","61","6","0","13","1","22","65","8","12"
"584840","120467","4173.46923077","130","51","0.927691334382","0.852557964572","602","259","322","21","0","14","2","42","65","25","1"
"109562","584840","1778.30188679","53","19","0.860243515087","0.685319727643","199","141","55","3","0","15","2","23","65","4","1"
"176726","109562","1991.2987013","77","25","0.867614272942","0.722106537804","311","187","116","8","0","16","2","18","65","14","5"
"291756","176726","1804.96428571","140","51","0.866117577702","0.701922154129","529","386","135","5","3","17","2","44","65","19","3"
"238724","291756","1718.20168067","119","35","0.856495367035","0.653185268343","539","350","176","13","0","18","2","30","65","13","13"
"187559","238724","1815.01075269","93","36","0.899962145245","0.730724731951","372","148","210","14","0","19","2","29","65","17","5"
"278975","187559","1716.41221374","131","42","0.80598619948","0.625020163097","566","439","120","7","0","20","2","13","65","7","3"
"109998","278975","2244.0952381","42","19","0.856851942763","0.747522682231","174","133","40","1","0","21","2","28","65","14","13"
"49343","109998","2489.83333333","18","8","0.908274729952","0.771659607239","49","22","26","1","0","22","2","17","65","5","8"
"313713","49343","2358.25862069","116","52","0.872000841534","0.750373749255","428","308","119","1","0","23","2","16","65","8","13"
"275363","313713","2059.47008547","117","38","0.875055835388","0.716312649121","436","308","123","5","0","24","2","24","65","8","3"
"112536","275363","1858.7755102","49","21","0.809341010877","0.681426388","186","131","52","3","0","25","2","19","65","11","10"
"197898","112536","2418.01351351","74","31","0.904167803616","0.779957351767","296","102","179","15","0","26","2","18","65","10","11"
"51311","1","4151.16666667","12","7","0.970824969305","0.915339790688","31","4","25","2","0","0","2","25","7","2","8"
"115193","51311","1789.87931034","58","29","0.901209274869","0.749385813374","192","42","122","28","0","1","2","35","7","12","8"
"107429","115193","1550.44897959","49","16","0.707183349003","0.540952629178","277","209","60","8","0","2","2","30","7","24","15"
"90832","107429","1482.84090909","44","15","0.718304121895","0.540624449533","233","140","82","11","0","3","2","19","7","10","8"
"23943","90832","2869.375","8","4","0.958735329741","0.858914922942","21","2","17","2","0","4","2","22","7","1","6"
"35431","23943","2435.5","14","3","0.962349355085","0.769721430386","31","8","21","2","0","5","2","23","7","2","2"
"259606","35431","1776.96875","128","52","0.876143078357","0.715110590664","510","146","311","52","1","6","2","33","7","22","10"
"263469","259606","2170.94174757","103","42","0.848703263002","0.72730378147","506","212","250","44","0","7","2","31","7","23","2"
"159085","263469","1657.57894737","76","26","0.791878555489","0.616148599805","371","203","138","30","0","8","2","29","7","18","16"
"148938","159085","1929.66153846","65","17","0.842149082168","0.650284010796","309","133","151","25","0","9","2","13","7","14","17"
"224952","148938","1742.75238095","105","31","0.813457982147","0.642101426082","528","208","288","31","1","10","2","21","7","18","16"
"275206","224952","1665.49275362","138","57","0.835148942974","0.679342020159","618","253","298","67","0","11","2","32","7","11","3"
"158623","275206","1403.14634146","82","29","0.725355087219","0.538225856276","431","251","152","28","0","12","2","34","7","18","5"
"167700","158623","2294.28571429","63","26","0.861896243292","0.746630888491","248","138","97","13","0","13","2","21","7","11","1"
"360890","167700","1796.76023392","171","55","0.851356368977","0.669841225858","648","288","296","63","1","14","1","41","7","32","16"
"74112","360890","1207.2173913","46","15","0.74929835924","0.529306994819","210","114","83","13","0","15","1","20","7","7","3"
"95126","74112","1249.18181818","55","13","0.7222525913","0.472037087652","288","151","114","23","0","16","1","18","7","16","5"
"231469","95126","1257.63970588","136","40","0.738928323015","0.511087877858","629","354","238","34","3","17","1","43","7","23","1"
"73812","231469","1190.44736842","38","10","0.61286782637","0.418617568959","232","200","27","5","0","18","1","27","7","20","4"
"190543","73812","2066.92105263","76","30","0.824412337373","0.672945214466","347","209","113","25","0","19","1","29","7","28","15"
"43117","190543","1405.45454545","22","5","0.717118537932","0.514878122318","112","81","24","7","0","20","1","10","7","8","15"
"71616","43117","1532.38709677","31","12","0.663315460232","0.513376899017","188","140","43","5","0","21","1","19","7","20","9"
"66448","71616","1010.92857143","42","7","0.638980857212","0.353780399711","214","144","55","15","0","22","1","18","7","5","3"
"111852","66448","2191.58536585","41","11","0.803338339949","0.673675928906","210","167","36","7","0","23","1","13","7","14","16"
"424849","111852","3187.51219512","123","57","0.922831405982","0.829852488767","471","175","261","35","0","24","1","25","7","25","14"
"133765","424849","1618.10294118","68","28","0.822569431466","0.663364856278","303","130","147","26","0","25","1","17","7","17","14"
