"time","prev_time","pause_mean","pause_cnt","pause_cnt1s","pause_ratio","pause_ratio1s","event_cnt","event_keyboard_cnt","event_mouse_cnt","event_focus_cnt","event_browser_cnt","src_id","ui_id","tgt_len","user_id","edit_distance","rank"
"589359","281996","3794.20261438","153","85","0.9849904727","0.911721039299","225","198","25","2","0","17","1","32","23","19","11"
"261001","589359","2335.01851852","108","54","0.96621085743","0.824560059157","192","180","10","2","0","18","1","24","23","15","2"
"539652","261001","2629.56281407","199","122","0.969667489419","0.881807164617","429","422","5","2","0","19","1","23","23","18","14"
"83701","539652","1778.43478261","46","21","0.977383782751","0.797182829357","77","67","8","2","0","20","1","8","23","8","12"
"493991","83701","3111.67948718","156","93","0.982653530125","0.902087284991","267","212","50","5","0","21","1","20","23","13","11"
"143105","493991","2256.17741935","62","31","0.977485063415","0.827294643793","97","80","14","3","0","22","1","11","23","13","14"
"174176","143105","2539.92537313","67","44","0.977028982179","0.898148998714","99","81","16","2","0","23","1","13","23","10","11"
"268094","174176","2478.09433962","106","61","0.979798130506","0.868434205913","160","125","30","5","0","24","1","18","23","17","8"
"185052","268094","2461.08108108","74","42","0.984155804855","0.867912802888","98","87","7","4","0","25","1","12","23","12","16"
"198084","185052","2517.53246753","77","48","0.978625229701","0.881908685204","110","92","16","2","0","26","1","14","23","12","5"
"136875","1","3363.20512821","39","22","0.958283105023","0.894560730594","79","38","37","2","2","0","2","18","33","6","3"
"3070","136875","571.25","4","1","0.744299674267","0.330293159609","16","0","15","1","0","1","2","26","33","0","14"
"90846","3070","1707.6","50","19","0.939832243577","0.751942848337","100","62","36","2","0","2","2","22","33","6","11"
"37568","90846","1990.77777778","18","6","0.953843696763","0.761312819421","36","10","24","2","0","3","2","15","33","3","16"
"51442","37568","2140.56521739","23","9","0.957058434742","0.800493759963","40","18","20","2","0","4","2","17","33","4","14"
"227564","51442","3688.76666667","60","30","0.972587931307","0.897949587808","142","32","100","10","0","5","2","22","33","7","4"
"397681","227564","2030.34408602","186","89","0.949615395254","0.806367415089","421","183","225","12","1","6","2","29","33","22","8"
"364021","397681","3104.08849558","113","55","0.963576277193","0.865433587623","243","115","122","6","0","7","2","25","33","14","8"
"284034","364021","2063.72519084","131","56","0.951815627707","0.795665307674","319","127","178","14","0","8","2","18","33","11","5"
"137972","284034","2342.92857143","56","28","0.950946568869","0.827704171861","116","65","47","4","0","9","2","14","33","10","1"
"109128","137972","2615.3","40","22","0.958617403416","0.868503042299","96","22","72","2","0","10","2","18","33","6","4"
"345993","109128","2124.44444444","153","67","0.939440971349","0.787122860867","350","185","150","15","0","11","2","29","33","17","1"
