"sourceid","userid","time","event_name","event_class","device","target","src_tok","src_tok_id","x","y","key","keytype","button","src_len","time_norm","ui_id"
"0","11","0","start","start","","","","","","","","","","23","0.0","2"
"0","11","455","mouseenter","mouse","mouse","centercol","","","299","266","","","","23","0.00390437289765","2"
"0","11","10349","mouseover","mouse","mouse","leftcol","","","309","196","","","","23","0.0888051760829","2"
"0","11","10352","mouseover","mouse","mouse","","","","320","160","","","","23","0.0888309192009","2"
"0","11","10368","mouseover","mouse","mouse","leftcol","","","330","106","","","","23","0.0889682158303","2"
"0","11","10376","mouseover","mouse","mouse","header","","","333","77","","","","23","0.089036864145","2"
"0","11","10384","mouseover","mouse","mouse","","","","334","60","","","","23","0.0891055124597","2"
"0","11","10392","mouseover","mouse","mouse","header","","","336","46","","","","23","0.0891741607744","2"
"0","11","21520","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.1846639665","2"
"0","11","22003","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.188808608499","2"
"0","11","22143","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.190009954006","2"
"0","11","22279","select","mouse","mouse","target_textbox","","","","","","","","23","0.191176975355","2"
"0","11","23260","keypress","keyboard","keyboard","target_textbox","","","","","إ","input","","23","0.199594974943","2"
"0","11","23863","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.204769341663","2"
"0","11","24363","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.20905986133","2"
"0","11","24396","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.209343035628","2"
"0","11","24429","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.209626209927","2"
"0","11","24461","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.209900803185","2"
"0","11","24494","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.210183977483","2"
"0","11","24527","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.210467151781","2"
"0","11","24561","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.210758907119","2"
"0","11","24594","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.211042081417","2"
"0","11","24627","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.211325255715","2"
"0","11","24660","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.211608430013","2"
"0","11","24693","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.211891604311","2"
"0","11","24736","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.212260589003","2"
"0","11","24767","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.212526601222","2"
"0","11","24798","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.212792613441","2"
"0","11","24829","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.213058625661","2"
"0","11","24861","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.213333218919","2"
"0","11","24892","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.213599231139","2"
"0","11","24923","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.213865243358","2"
"0","11","24970","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.214268552207","2"
"0","11","25001","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.214534564426","2"
"0","11","25032","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.214800576646","2"
"0","11","25063","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.215066588865","2"
"0","11","25095","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.215341182124","2"
"0","11","25126","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.215607194343","2"
"0","11","25157","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.215873206563","2"
"0","11","25447","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.21836170797","2"
"0","11","25623","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.219871970893","2"
"0","11","25855","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.221862772019","2"
"0","11","26231","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.225089242809","2"
"0","11","26414","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.226659573007","2"
"0","11","26695","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.229070845061","2"
"0","11","26824","select","mouse","mouse","target_textbox","","","","","","","","23","0.230177799135","2"
"0","11","26991","select","mouse","mouse","target_textbox","","","","","","","","23","0.231610832704","2"
"0","11","27167","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.233121095627","2"
"0","11","27169","select","mouse","mouse","target_textbox","","","","","","","","23","0.233138257706","2"
"0","11","28202","keypress","keyboard","keyboard","target_textbox","","","","","ء","input","","23","0.242002471339","2"
"0","11","28959","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.248498318116","2"
"0","11","29303","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.251450195648","2"
"0","11","29490","select","mouse","mouse","target_textbox","","","","","","","","23","0.253054850003","2"
"0","11","29975","mouseover","mouse","mouse","","","","343","15","","","","23","0.257216654081","2"
"0","11","30343","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.260374476557","2"
"0","11","31262","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.268260451706","2"
"0","11","31764","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.272568133452","2"
"0","11","31797","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.27285130775","2"
"0","11","31830","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.273134482048","2"
"0","11","31863","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.273417656347","2"
"0","11","32910","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.282402004531","2"
"0","11","33407","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.286666781081","2"
"0","11","34479","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.295865655248","2"
"0","11","34975","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.300121850759","2"
"0","11","35096","select","mouse","mouse","target_textbox","","","","","","","","23","0.301160156518","2"
"0","11","35264","select","mouse","mouse","target_textbox","","","","","","","","23","0.302601771127","2"
"0","11","35424","select","mouse","mouse","target_textbox","","","","","","","","23","0.30397473742","2"
"0","11","35845","select","mouse","mouse","target_textbox","","","","","","","","23","0.30758735498","2"
"0","11","36111","select","mouse","mouse","target_textbox","","","","","","","","23","0.309869911444","2"
"0","11","38240","select","mouse","mouse","target_textbox","","","","","","","","23","0.328138944189","2"
"0","11","38937","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.334119928606","2"
"0","11","38953","select","mouse","mouse","target_textbox","","","","","","","","23","0.334257225235","2"
"0","11","40199","keypress","keyboard","keyboard","target_textbox","","","","","ل","input","","23","0.344949200247","2"
"0","11","41279","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.354216722729","2"
"0","11","41779","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.358507242397","2"
"0","11","41826","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.358910551246","2"
"0","11","41857","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.359176563465","2"
"0","11","41888","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.359442575685","2"
"0","11","41920","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.359717168944","2"
"0","11","41951","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.359983181163","2"
"0","11","41982","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.360249193382","2"
"0","11","42013","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.360515205602","2"
"0","11","42044","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.360781217821","2"
"0","11","42076","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.36105581108","2"
"0","11","42122","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.361450538889","2"
"0","11","42154","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.361725132148","2"
"0","11","42185","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.361991144367","2"
"0","11","42216","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.362257156587","2"
"0","11","42247","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.362523168806","2"
"0","11","42278","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.362789181026","2"
"0","11","42310","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.363063774284","2"
"0","11","46799","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.401584059861","2"
"0","11","47284","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.405745863939","2"
"0","11","47317","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.406029038237","2"
"0","11","47350","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.406312212535","2"
"0","11","52271","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.448539507105","2"
"0","11","53535","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.459385940825","2"
"0","11","54035","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.463676460493","2"
"0","11","54068","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.463959634791","2"
"0","11","54101","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.464242809089","2"
"0","11","54134","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.464525983387","2"
"0","11","54167","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.464809157685","2"
"0","11","54199","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.465083750944","2"
"0","11","54240","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.465435573557","2"
"0","11","54271","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.465701585776","2"
"0","11","54302","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.465967597995","2"
"0","11","54333","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.466233610215","2"
"0","11","54364","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.466499622434","2"
"0","11","54411","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.466902931283","2"
"0","11","54442","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.467168943502","2"
"0","11","55327","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.474763163314","2"
"0","11","55840","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.479165236493","2"
"0","11","55871","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.479431248713","2"
"0","11","55902","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.479697260932","2"
"0","11","55934","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.479971854191","2"
"0","11","55965","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.48023786641","2"
"0","11","55996","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.48050387863","2"
"0","11","56027","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.480769890849","2"
"0","11","56058","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.481035903069","2"
"0","11","56090","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.481310496327","2"
"0","11","56136","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.481705224137","2"
"0","11","56168","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.481979817395","2"
"0","11","56455","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.484442575685","2"
"0","11","56807","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.487463101531","2"
"0","11","56943","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.48863012288","2"
"0","11","57079","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.48979714423","2"
"0","11","57207","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.490895517265","2"
"0","11","57487","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.493298208279","2"
"0","11","57581","select","mouse","mouse","target_textbox","","","","","","","","23","0.494104825977","2"
"0","11","58663","keypress","keyboard","keyboard","target_textbox","","","","","إ","input","","23","0.503389510538","2"
"0","11","59010","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.506367131187","2"
"0","11","59166","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.507705773323","2"
"0","11","59551","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.511009473467","2"
"0","11","59816","mouseleave","mouse","mouse","","","","344","-1","","","","23","0.513283448891","2"
"0","11","60296","keypress","keyboard","keyboard","target_textbox","","","","","ك","input","","23","0.517402347772","2"
"0","11","60657","keypress","keyboard","keyboard","target_textbox","","","","","ذ","input","","23","0.520500102972","2"
"0","11","61063","keypress","keyboard","keyboard","target_textbox","","","","","ل","input","","23","0.523984004943","2"
"0","11","61159","keypress","keyboard","keyboard","target_textbox","","","","","ك","input","","23","0.524807784719","2"
"0","11","61471","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.527485068992","2"
"0","11","63447","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.544441202718","2"
"0","11","64018","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.549340976179","2"
"0","11","65197","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.559458021556","2"
"0","11","65639","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.563250840942","2"
"0","11","65736","select","mouse","mouse","target_textbox","","","","","","","","23","0.564083201757","2"
"0","11","66844","keypress","keyboard","keyboard","target_textbox","","","","","ل","input","","23","0.573590993341","2"
"0","11","67279","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.577323745452","2"
"0","11","67447","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.57876536006","2"
"0","11","67631","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.580344271298","2"
"0","11","67847","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.582197775795","2"
"0","11","68022","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.583699457678","2"
"0","11","68175","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.585012356697","2"
"0","11","68351","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.58652261962","2"
"0","11","68974","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.591868607126","2"
"0","11","69079","mouseenter","mouse","mouse","","","","","","","","","23","0.592769616256","2"
"0","11","69302","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.594683188028","2"
"0","11","70186","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.6022688268","2"
"0","11","70535","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.605263609528","2"
"0","11","70751","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.607117114025","2"
"0","11","71412","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.612789181026","2"
"0","11","71817","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.616264501956","2"
"0","11","72319","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.620572183703","2"
"0","11","72352","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.620855358001","2"
"0","11","72385","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.621138532299","2"
"0","11","72418","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.621421706597","2"
"0","11","72451","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.621704880895","2"
"0","11","72484","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.621988055193","2"
"0","11","72516","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.622262648452","2"
"0","11","72550","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.622554403789","2"
"0","11","72583","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.622837578087","2"
"0","11","72616","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.623120752386","2"
"0","11","72649","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.623403926684","2"
"0","11","72682","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.623687100982","2"
"0","11","72715","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.62397027528","2"
"0","11","72748","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.624253449578","2"
"0","11","72781","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.624536623876","2"
"0","11","72814","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.624819798174","2"
"0","11","72856","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.625180201826","2"
"0","11","72888","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.625454795085","2"
"0","11","72919","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.625720807304","2"
"0","11","72950","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.625986819524","2"
"0","11","72981","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.626252831743","2"
"0","11","73012","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.626518843962","2"
"0","11","73044","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.626793437221","2"
"0","11","73090","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.627188165031","2"
"0","11","73122","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.627462758289","2"
"0","11","73153","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.627728770509","2"
"0","11","73184","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.627994782728","2"
"0","11","73215","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.628260794947","2"
"0","11","73246","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.628526807167","2"
"0","11","73278","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.628801400426","2"
"0","11","73309","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.629067412645","2"
"0","11","73356","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.629470721494","2"
"0","11","73387","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.629736733713","2"
"0","11","73408","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.629916935539","2"
"0","11","73441","keydown","keyboard","keyboard","target_textbox","","","","","left arrow","control","","23","0.630200109837","2"
"0","11","73742","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.632783002677","2"
"0","11","73934","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.63443056223","2"
"0","11","74878","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.642531063362","2"
"0","11","75014","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.643698084712","2"
"0","11","75303","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.64617800508","2"
"0","11","75447","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.647413674744","2"
"0","11","75575","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.648512047779","2"
"0","11","75815","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.65057149722","2"
"0","11","75995","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.6521160843","2"
"0","11","76166","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.653583442026","2"
"0","11","76338","keydown","keyboard","keyboard","target_textbox","","","","","right arrow","control","","23","0.655059380792","2"
"0","11","76735","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.658466053408","2"
"0","11","76856","select","mouse","mouse","target_textbox","","","","","","","","23","0.659504359168","2"
