"sourceid","userid","time","event_name","event_class","device","target","src_tok","src_tok_id","x","y","key","keytype","button","src_len","time_norm","ui_id"
"0","55","0","start","start","","","","","","","","","","23","0.0","1"
"0","55","127","mouseenter","mouse","mouse","token","Empress,","14","553","255","","mouse","1","23","0.00126488984503","1"
"0","55","532","mouseout","mouse","mouse","token","Empress,","14","553","271","","mouse","1","23","0.00529859368153","1"
"0","55","535","mouseover","mouse","mouse","source_textbox","","","553","271","","mouse","1","23","0.0053284729692","1"
"0","55","592","mouseout","mouse","mouse","source_textbox","","","577","347","","mouse","1","23","0.00589617943508","1"
"0","55","594","mouseover","mouse","mouse","centercol","","","577","347","","mouse","1","23","0.0059160989602","1"
"0","55","608","mouseout","mouse","mouse","centercol","","","579","361","","mouse","1","23","0.00605553563603","1"
"0","55","610","mouseover","mouse","mouse","target_textbox","","","579","361","","mouse","1","23","0.00607545516115","1"
"0","55","968","mousedown","mouse","mouse","target_textbox","","","603","432","","mouse","1","23","0.00964105015736","1"
"0","55","1089","mouseup","mouse","mouse","target_textbox","","","603","432","","mouse","1","23","0.010846181427","1"
"0","55","1091","click","mouse","mouse","target_textbox","","","603","432","","mouse","1","23","0.0108661009522","1"
"0","55","2924","keydown","keyboard","keyboard","target_textbox","","","","","H","input","","23","0.0291223457233","1"
"0","55","2929","keypress","keyboard","keyboard","target_textbox","","","","","ا","input","","23","0.0291721445361","1"
"0","55","3345","keydown","keyboard","keyboard","target_textbox","","","","","F","input","","23","0.0333154057607","1"
"0","55","3349","keypress","keyboard","keyboard","target_textbox","","","","","ب","input","","23","0.033355244811","1"
"0","55","4416","keydown","keyboard","keyboard","target_textbox","","","","","J","input","","23","0.0439823114617","1"
"0","55","4418","keypress","keyboard","keyboard","target_textbox","","","","","ت","input","","23","0.0440022309868","1"
"0","55","5054","keydown","keyboard","keyboard","target_textbox","","","","","]","control","","23","0.0503366399745","1"
"0","55","5058","keypress","keyboard","keyboard","target_textbox","","","","","د","input","","23","0.0503764790247","1"
"0","55","5643","keydown","keyboard","keyboard","target_textbox","","","","","H","input","","23","0.0562029401219","1"
"0","55","5645","keypress","keyboard","keyboard","target_textbox","","","","","ا","input","","23","0.056222859647","1"
"0","55","5987","keydown","keyboard","keyboard","target_textbox","","","","","X","input","","23","0.0596290984423","1"
"0","55","5989","keypress","keyboard","keyboard","target_textbox","","","","","ء","input","","23","0.0596490179674","1"
"0","55","6116","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.0609139078124","1"
