"sourceid","userid","time","event_name","event_class","device","target","src_tok","src_tok_id","x","y","key","keytype","button","src_len","time_norm","ui_id"
"0","40","0","start","start","","","","","","","","","","23","0.0","2"
"0","40","465","mouseenter","mouse","mouse","target_textbox","","","490","488","","","","23","0.00179787271061","2"
"0","40","4019","mousedown","mouse","mouse","target_textbox","","","711","397","","mouse","1","23","0.0155390331698","2"
"0","40","4141","click","mouse","mouse","target_textbox","","","711","397","","mouse","1","23","0.0160107331068","2"
"0","40","4865","keypress","keyboard","keyboard","target_textbox","","","","","enter","control","","23","0.0188100015852","2"
"0","40","6200","keypress","keyboard","keyboard","target_textbox","","","","","enter","control","","23","0.0239716361415","2"
"0","40","11404","keypress","keyboard","keyboard","target_textbox","","","","","ن","input","","23","0.0440923449286","2"
"0","40","11676","keypress","keyboard","keyboard","target_textbox","","","","","ذ","input","","23","0.0451440038045","2"
"0","40","11886","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.045955946319","2"
"0","40","14002","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.0541372337505","2"
"0","40","14212","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.054949176265","2"
"0","40","14393","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.0556489933846","2"
"0","40","17795","keydown","keyboard","keyboard","target_textbox","","","","","backspace","control","","23","0.068802462119","2"
"0","40","19318","keypress","keyboard","keyboard","target_textbox","","","","","enter","control","","23","0.0746909785454","2"
"0","40","19891","keypress","keyboard","keyboard","target_textbox","","","","","ب","input","","23","0.076906421692","2"
"0","40","20388","keypress","keyboard","keyboard","target_textbox","","","","","د","input","","23","0.0788280189763","2"
"0","40","21115","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.0816388866335","2"
"0","40","21237","keypress","keyboard","keyboard","target_textbox","","","","","أ","input","","23","0.0821105865705","2"
"0","40","21446","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.082918662692","2"
"0","40","26324","keypress","keyboard","keyboard","target_textbox","","","","","ا","input","","23","0.101778927385","2"
"0","40","26686","keypress","keyboard","keyboard","target_textbox","","","","","ب","input","","23","0.103178561625","2"
"0","40","27234","keypress","keyboard","keyboard","target_textbox","","","","","ت","input","","23","0.105297344948","2"
"0","40","27978","keydown","keyboard","keyboard","target_textbox","","","","",";","control","","23","0.108173941285","2"
"0","40","27980","keypress","keyboard","keyboard","target_textbox","","","","","ك","input","","23","0.108181674071","2"
"0","40","28402","keypress","keyboard","keyboard","target_textbox","","","","","ا","input","","23","0.109813291886","2"
"0","40","28620","keypress","keyboard","keyboard","target_textbox","","","","","ر","input","","23","0.110656165543","2"
"0","40","28762","keypress","keyboard","keyboard","target_textbox","","","","","space","control","","23","0.111205193339","2"
"0","40","29420","keypress","keyboard","keyboard","target_textbox","","","","","ا","input","","23","0.113749279884","2"
"0","40","29696","keypress","keyboard","keyboard","target_textbox","","","","","ل","input","","23","0.114816404332","2"
"0","40","30008","keydown","keyboard","keyboard","target_textbox","","","","","shift","control","","23","0.116022718925","2"
"0","40","30462","keypress","keyboard","keyboard","target_textbox","","","","","أ","input","","23","0.117778061313","2"
"0","40","30880","keypress","keyboard","keyboard","target_textbox","","","","","ع","input","","23","0.119394213556","2"
"0","40","31102","keypress","keyboard","keyboard","target_textbox","","","","","ل","input","","23","0.120252552786","2"
"0","40","31389","keypress","keyboard","keyboard","target_textbox","","","","","ا","input","","23","0.121362207556","2"
